Age,English level,Education Level,Computing Experience,Task,Selected Answer,Correct,Case Type,Time Taken (ms),Submission Timestamp
21,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,8765,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,5116,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,5707,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,7253,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,7831,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,5008,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,5986,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,9629,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,4438,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,7463,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,backup database files,backup-database-flies,false,kebab,6924,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,7232,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,3624,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,7419,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,6328,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,5408,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,8835,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,6973,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,5274,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,4111,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,4006,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,6507,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,7268,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,4699,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,6062,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,3923,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,17098,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,7984,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,10634,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,13380,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,6894,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,3367,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,4921,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,5650,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,3653,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,3941,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,3081,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,5072,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,2784,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,5284,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,backup database files,backup-database-files,true,kebab,9499,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,clerkSystemUpdates,false,camel,5005,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,5853,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,11690,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,8938,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,2965,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,3921,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,runDiagonalTests,false,camel,5103,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,4555,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,2685,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,4805,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,uproarDataToSever,false,camel,3306,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,4333,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,4354,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,5135,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,4041,Sat Dec 14 2024 23:09:51 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,4850,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,3731,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,4039,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,2215,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,4367,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,2091,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,3165,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,2351,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,3690,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,5563,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,2837,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,3827,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,generate error logs,generous-error-logs,false,kebab,2506,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,4415,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,backup database files,backup-database-flies,false,kebab,4336,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,3781,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,1943,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,2940,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,create user account,create-user-amount,false,kebab,2724,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,3170,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeSaves,false,camel,2653,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,3713,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,1981,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,1895,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,2386,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,upload data to server,uproarDataToSever,false,camel,2190,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,3351,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,3384,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,2750,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,3523,Wed Dec 18 2024 16:25:26 GMT+0000 (Coordinated Universal Time)
